Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
14,2025,Year 1,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
2,2025,Year 1,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
26,2025,Year 2,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
4,2025,Year 2,Primary (Year 1-8),1978,European\Pākehā,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
15,2025,Year 3,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
1,2025,Year 3,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
2,2025,Year 3,Primary (Year 1-8),1978,European\Pākehā,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
18,2025,Year 4,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
3,2025,Year 4,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
15,2025,Year 5,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
1,2025,Year 5,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
10,2025,Year 6,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
1,2025,Year 6,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
12,2025,Year 7,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
2,2025,Year 7,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
16,2025,Year 8,Primary (Year 1-8),1978,Māori,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
3,2025,Year 8,Primary (Year 1-8),1978,Pacific,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
128,2025,Total,Total,1978,Total,,Taneatua School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Bay of Plenty Region,Whakatane District,Rotorua,200001,Te Tai Whenua,Most,More
1,2025,Year 2,Primary (Year 1-8),1980,Māori,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 2,Primary (Year 1-8),1980,Asian,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 3,Primary (Year 1-8),1980,Māori,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
3,2025,Year 5,Primary (Year 1-8),1980,Māori,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 5,Primary (Year 1-8),1980,Asian,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
2,2025,Year 5,Primary (Year 1-8),1980,European\Pākehā,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
7,2025,Total,Total,1980,Total,,Tapu School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Thames-Coromandel District,Hamilton,200001,Te Tai Whenua,Many,More
5,2025,Year 1,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 1,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 1,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
8,2025,Year 2,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 2,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 2,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
4,2025,Year 3,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 3,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 3,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
5,2025,Year 4,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 4,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
7,2025,Year 5,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 5,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 5,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
6,2025,Year 6,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 6,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
3,2025,Year 7,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 7,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 7,Primary (Year 1-8),1982,Asian,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 7,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
8,2025,Year 8,Primary (Year 1-8),1982,Māori,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 8,Primary (Year 1-8),1982,Pacific,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 8,Primary (Year 1-8),1982,Asian,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 8,Primary (Year 1-8),1982,European\Pākehā,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
55,2025,Total,Total,1982,Total,,Tarrangower School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
3,2025,Year 1,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
6,2025,Year 1,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
23,2025,Year 1,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
2,2025,Year 2,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
3,2025,Year 2,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
10,2025,Year 2,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
2,2025,Year 3,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
5,2025,Year 3,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
21,2025,Year 3,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
3,2025,Year 4,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
1,2025,Year 4,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
18,2025,Year 4,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
2,2025,Year 5,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
1,2025,Year 5,Primary (Year 1-8),1983,MELAA,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
17,2025,Year 5,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
3,2025,Year 6,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
6,2025,Year 6,Primary (Year 1-8),1983,Asian,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
15,2025,Year 6,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1983,Māori,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
6,2025,Year 7,Primary (Year 1-8),1983,European\Pākehā,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
129,2025,Total,Total,1983,Total,,Tatuanui School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Below Average,Moderate
26,2025,Year 1,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
2,2025,Year 1,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
3,2025,Year 1,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
7,2025,Year 1,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
31,2025,Year 2,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
2,2025,Year 2,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
1,2025,Year 2,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
3,2025,Year 2,Primary (Year 1-8),1984,MELAA,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
5,2025,Year 2,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
29,2025,Year 3,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
1,2025,Year 3,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
6,2025,Year 3,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
1,2025,Year 3,Primary (Year 1-8),1984,MELAA,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
14,2025,Year 3,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
35,2025,Year 4,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
4,2025,Year 4,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
1,2025,Year 4,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
8,2025,Year 4,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
31,2025,Year 5,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
5,2025,Year 5,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
4,2025,Year 5,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
16,2025,Year 5,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
26,2025,Year 6,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
3,2025,Year 6,Primary (Year 1-8),1984,Pacific,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
3,2025,Year 6,Primary (Year 1-8),1984,Asian,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
13,2025,Year 6,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
3,2025,Year 7,Primary (Year 1-8),1984,Māori,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
5,2025,Year 7,Primary (Year 1-8),1984,European\Pākehā,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
239,2025,Total,Total,1984,Total,,Tauhara School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Many,More
7,2025,Year 1,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
1,2025,Year 2,Primary (Year 1-8),1985,Māori,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
