Students (? Values),Year: As at 1 July,Student: Year level,Student: Year level group,School: ID,Student: Ethnic Group,Student_age,School: Name,School: Sector,School: Type,School: Authority,School: Gender,School: Affiliation Type,School: Affiliation,School: Māori Medium Peak Body Affiliation,Region: Education Region,Region: Regional Council,Region: Territorial Authority,Region: MOE Local office,Te Mahau Rohe,Takiwa,EQI Band,EQI Group
1,2025,Year 2,Primary (Year 1-8),1985,Asian,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
7,2025,Year 2,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
3,2025,Year 3,Primary (Year 1-8),1985,Māori,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
2,2025,Year 3,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
4,2025,Year 4,Primary (Year 1-8),1985,Māori,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
9,2025,Year 4,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
3,2025,Year 5,Primary (Year 1-8),1985,Māori,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
2,2025,Year 5,Primary (Year 1-8),1985,Asian,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
6,2025,Year 5,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
1,2025,Year 6,Primary (Year 1-8),1985,Māori,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
9,2025,Year 6,Primary (Year 1-8),1985,European\Pākehā,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
51,2025,Total,Total,1985,Total,,Tauhei Combined School,Primary,Contributing,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Matamata-Piako District,Hamilton,200001,Te Tai Whenua,Average,Moderate
16,2025,Year 1,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 1,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
3,2025,Year 1,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
13,2025,Year 2,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 2,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 2,Primary (Year 1-8),1986,Asian,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
3,2025,Year 2,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
19,2025,Year 3,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 3,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
4,2025,Year 3,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
11,2025,Year 4,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 4,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 4,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
22,2025,Year 5,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 5,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 5,Primary (Year 1-8),1986,Asian,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 5,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
16,2025,Year 6,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 6,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 6,Primary (Year 1-8),1986,Asian,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
5,2025,Year 6,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
13,2025,Year 7,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
1,2025,Year 7,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
5,2025,Year 7,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
14,2025,Year 8,Primary (Year 1-8),1986,Māori,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 8,Primary (Year 1-8),1986,Pacific,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
2,2025,Year 8,Primary (Year 1-8),1986,European\Pākehā,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
150,2025,Total,Total,1986,Total,,Taumarunui Primary School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Manawatū-Whanganui Region,Ruapehu District,Hamilton,200001,Te Tai Whenua,Most,More
3,2025,Year 1,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
4,2025,Year 1,Primary (Year 1-8),1987,Asian,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
12,2025,Year 1,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
5,2025,Year 2,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
7,2025,Year 2,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
7,2025,Year 3,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 3,Primary (Year 1-8),1987,Pacific,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 3,Primary (Year 1-8),1987,Asian,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
17,2025,Year 3,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
11,2025,Year 4,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
2,2025,Year 4,Primary (Year 1-8),1987,Pacific,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
3,2025,Year 4,Primary (Year 1-8),1987,Asian,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
12,2025,Year 4,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
5,2025,Year 5,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 5,Primary (Year 1-8),1987,Pacific,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
2,2025,Year 5,Primary (Year 1-8),1987,Asian,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
10,2025,Year 5,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
6,2025,Year 6,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
1,2025,Year 6,Primary (Year 1-8),1987,Other,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
5,2025,Year 6,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
6,2025,Year 7,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
2,2025,Year 7,Primary (Year 1-8),1987,Pacific,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
2,2025,Year 7,Primary (Year 1-8),1987,Asian,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
10,2025,Year 7,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
3,2025,Year 8,Primary (Year 1-8),1987,Māori,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
6,2025,Year 8,Primary (Year 1-8),1987,European\Pākehā,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
108,2025,Total,Total,1987,Total,,Taupiri School,Primary,Full Primary,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,Waikato,Waikato Region,Waikato District,Hamilton,200001,Te Tai Whenua,Many,More
92,2025,Year 7,Primary (Year 1-8),1988,Māori,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
12,2025,Year 7,Primary (Year 1-8),1988,Pacific,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
21,2025,Year 7,Primary (Year 1-8),1988,Asian,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
4,2025,Year 7,Primary (Year 1-8),1988,MELAA,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1988,Other,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
188,2025,Year 7,Primary (Year 1-8),1988,European\Pākehā,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
1,2025,Year 7,Primary (Year 1-8),1988,International fee paying,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
107,2025,Year 8,Primary (Year 1-8),1988,Māori,,Taupo Intermediate,Primary,Intermediate,State: Not integrated,Co-Ed,No Affiliation,Not Applicable,Not Applicable,"Bay of Plenty, Waiariki",Waikato Region,Taupo District,Rotorua,200001,Te Tai Whenua,Above Average,Moderate
